Drug name	Drug number	Line number	Advice Text	AdviceTag1	AdviceTag2	AdviceTag3	AdviceTag4	Medication	Food	Activity	Exercise	Disease
warfarin	157	102	Talk to your doctor about using a different medication (such as acetaminophen) to treat pain/fever.	Other drugs related	Disease or symptom related			acetaminophen				pain;fever
warfarin	157	105	"Many herbal products interact with warfarin. Tell your doctor before taking any herbal products, especially bromelains, coenzyme Q10, danshen, dong quai, fenugreek, garlic, ginkgo biloba, ginseng, and St. John's wort, among others."	Other drugs related	Food or beverage related			bromelains; coenzyme Q10; danshen; dong quai; fenugreek; garlic; ginkgo biloba; ginseng; St. John's wort	bromelains; coenzyme Q10; danshen; dong quai; fenugreek; garlic; ginkgo biloba; ginseng; St. John's wort			
Wellbutrin	158	27	"Take this medication by mouth, with or without food, usually three times daily. If stomach upset occurs, you may take this drug with food."	Food or beverage related	Drug administration related	Temporal						stomach upset
Wellbutrin	158	29	It is important to take your doses at least 6 hours apart or as directed by your doctor to decrease your risk of having a seizure.	Drug administration related	Temporal	Disease or symptom related						seizure
Wellbutrin	158	35	"To avoid trouble sleeping, do not take this medication too close to bedtime. Let your doctor know if sleeplessness becomes a problem."	Activity or lifestyle related	Drug administration related	Temporal	Disease or symptom related					
Wellbutrin	158	38	"To help you remember, use it at the same times each day."	Drug administration related	Temporal							
Wellbutrin	158	82	"This medication should not be used if you are suddenly stopping regular use of sedatives (including benzodiazepines such as lorazepam), drugs used to treat seizures, or alcohol."	Food or beverage related	Other drugs related			sedatives ; benzodiazepines ; lorazepam;	alcohol			
Wellbutrin	158	87	"This drug may make you dizzy or affect your coordination. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Disease or symptom related	Activity or lifestyle related					drive; use machinery; any activity that requires alertness		
Wellbutrin	158	89	Avoid alcoholic beverages. Alcohol can also increase your risk of dizziness or seizures.	Food or beverage related	Disease or symptom related				Alcoholic beverage; alcohol; 			
Wellbutrin	158	93	"During pregnancy, this medication should be used only when clearly needed."	Pregnancy related								
Wellbutrin	158	95	"If you are planning pregnancy, become pregnant, or think you may be pregnant, immediately discuss with your doctor the benefits and risks of using this medication during pregnancy."	Pregnancy related								
Wellbutrin	158	96	This drug passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Wellbutrin	158	103	"Some products that may interact with this drug include: pimozide, tamoxifen."	Other drugs related				pimozide; tamoxifen				
Wellbutrin	158	104	"Taking MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking MAO inhibitors (isocarboxazid, linezolid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine) during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before and after treatment with this medication."	Other drugs related	Disease or symptom related	Temporal	Drug administration related	MAO inhibitors ;isocarboxazid; linezolid; methylene blue; moclobemide; phenelzine; procarbazine; rasagiline; selegiline; tranylcypromine;				
Xanax	159	11	"HOW TO USE:  Take this medication by mouth as directed by your doctor, usually once daily in the morning. Do not take with a high-fat meal because doing so can increase the risk of side effects."	Drug administration related	Temporal	Food or beverage related			high-fat meal			
Xanax	159	52	"This drug may make you dizzy or drowsy. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Disease or symptom related	Activity or lifestyle related					drive; use machinery; any activity that requires alertness		
Xanax	159	54	Avoid alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
Xanax	159	58	Alprazolam is not recommended for use during pregnancy due to the potential for harm to an unborn baby.	Pregnancy related				Alprazolam				
Xanax	159	60	"This drug passes into breast milk and may have undesirable effects on a nursing infant. Therefore, breast-feeding while using this drug is not recommended."	Pregnancy related								
Xanax	159	67	"Some products that may interact with this drug include: kava, sodium oxybate."	Other drugs related				kava; sodium oxybate				
Xanax	159	68	"Other medications can affect the removal of alprazolam from your body, which may affect how alprazolam works. Examples include azole antifungals (such as itraconazole, ketoconazole), cimetidine, certain anti-depressants (such as fluoxetine, fluvoxamine, nefazodone), drugs to treat HIV (delavirdine, protease inhibitors such as indinavir), macrolide antibiotics (such as erythromycin), rifamycins (such as rifabutin), St. John's wort, drugs used to treat seizures (such as carbamazepine, phenytoin), among others."	Other drugs related	Disease or symptom related			le antifungals ; itraconazole; ketoconazole; cimetidine;  anti-depressants ; fluoxetine; fluvoxamine; nefazodone; drugs to treat HIV ;delavirdine; protease inhibitors ; indinavir; macrolide antibiotics ; erythromycin; rifamycins ; rifabutin; St. John's wort; drugs used to treat seizures ; carbamazepine; phenytoin;				
Xanax	159	71	"Tell your doctor or pharmacist if you also take drugs that cause drowsiness, such as certain antihistamines (such as diphenhydramine), medicine for sleep or anxiety (such as diazepam, zolpidem), muscle relaxants, narcotic pain relievers (such as codeine), psychiatric medicines (such as chlorpromazine, risperidone, amitriptyline, trazodone)."	Other drugs related	Disease or symptom related			"antihistamines; diphenhydramine; medicine for sleep or anxiety; diazepam; zolpidem; muscle relaxants, narcotic pain relievers; codeine; psychiatric medicines; chlorpromazine; risperidone; amitriptyline; trazodone;"				
Xanax	159	74	Cigarette smoking decreases blood levels of this medication.	Activity or lifestyle related						smoking		
Xanax	159	75	Tell your doctor if you smoke or if you have recently stopped smoking.	Activity or lifestyle related						smoking		
Zocor	163	12	"In addition to eating a proper diet (such as a low-cholesterol/low-fat diet), other lifestyle changes that may help this medication work better include exercising, losing weight if overweight, and stopping smoking."	Food or beverage related	Activity or lifestyle related	Exercise related			low-cholesterol diet ;low-fat diet	smoking		
Zocor	163	14	"HOW TO USE:  Take this medication by mouth with or without food as directed by your doctor, usually once daily in the evening."	Food or beverage related	Drug administration related	Temporal						
